Payment_ID,Claim_ID,Payment_Date,Payment_Amount,Adjustment_Reason,Reserve_Amount,Loss_Ratio
471,556,2025-09-07,1771.97,Duplicate,6828.45,1.12
472,661,2025-03-06,3988.87,Duplicate,2251.34,1.39
473,118,2024-09-28,1136.18,Duplicate,6479.43,.85
474,149,2024-12-30,1744.34,None,4098.27,1.48
475,701,2025-07-29,728.00,None,9059.71,.84
476,875,2024-12-21,207.57,Policy Adjustment,9259.10,.72
477,444,2025-05-21,1830.92,None,5695.50,.66
478,592,2025-06-27,1989.24,None,3737.22,1.40
479,808,2025-04-14,1421.67,None,6848.40,.37
480,879,2025-06-14,2247.93,Duplicate,2604.27,.49
481,6,2024-10-05,845.85,Duplicate,2921.61,1.14
482,98,2025-06-09,.00,None,5633.96,.32
483,986,2025-01-14,2870.60,None,8356.16,.60
484,174,2025-06-06,782.73,Duplicate,6875.96,1.15
485,335,2025-03-04,2215.95,Duplicate,1810.95,.67
486,469,2025-05-12,3802.98,None,5132.98,1.30
487,161,2025-06-04,3342.58,Duplicate,2628.08,1.44
488,707,2025-04-24,2551.76,None,8146.73,.80
489,404,2025-06-18,.00,None,6998.08,1.24
490,50,2024-11-16,-34.95,Duplicate,3838.70,1.06
491,602,2024-12-16,-197.43,None,9828.03,1.33
492,262,2025-04-04,3972.56,Duplicate,6122.84,1.04
493,467,2025-07-28,1221.66,Duplicate,9708.23,1.10
494,290,2025-07-30,3630.93,Overpayment,5981.88,1.41
495,168,2025-06-20,.00,Overpayment,3625.81,1.43
496,965,2025-09-03,-2622.16,Overpayment,6795.86,1.06
497,821,2024-12-31,1353.93,Duplicate,7017.18,.45
498,22,2024-12-15,3552.05,Duplicate,3576.46,1.20
499,327,2024-11-13,2321.46,Policy Adjustment,5502.84,.99
500,341,2024-10-24,1398.57,None,9301.96,.91
501,145,2024-12-11,1192.18,None,4879.53,1.46
502,210,2025-04-11,-2141.98,Policy Adjustment,4469.12,.87
503,541,2024-10-31,.00,None,5318.71,1.10
504,445,2024-11-18,990.85,None,9544.62,.34
505,293,2025-06-16,.00,None,4780.43,.79
506,944,2025-07-23,3080.08,None,4326.15,1.12
507,122,2025-07-04,913.65,Policy Adjustment,9661.11,.84
508,161,2025-08-24,3760.11,Policy Adjustment,5097.99,.62
509,709,2025-09-05,793.65,Overpayment,2429.02,.36
510,21,2024-12-25,1168.08,None,2056.59,1.40
511,39,2024-10-17,3374.49,Duplicate,1272.19,.81
512,478,2024-11-04,-3559.69,None,7012.60,.54
513,223,2025-01-08,-3041.93,Duplicate,2071.10,1.06
514,236,2025-01-12,.00,Duplicate,1650.23,.62
515,637,2025-06-03,.00,Policy Adjustment,5817.42,.60
516,473,2024-10-27,2260.09,Duplicate,2604.78,.51
517,770,2024-11-06,2335.81,Policy Adjustment,6862.36,.43
518,133,2025-01-09,358.92,Overpayment,9652.29,.51
519,837,2025-06-05,-2342.61,Overpayment,9041.05,1.14
520,726,2024-10-17,2878.32,None,3535.94,.78
521,464,2025-05-18,-3889.36,Policy Adjustment,7919.29,1.09
522,245,2025-01-18,3445.84,Duplicate,9653.08,1.02
523,175,2024-10-03,732.67,Duplicate,1182.09,.34
524,434,2024-11-04,3608.49,Duplicate,6362.32,.76
525,729,2025-02-11,.00,Duplicate,7848.66,.51
526,723,2025-05-14,3784.34,None,9569.69,.33
527,262,2025-06-19,-3660.09,Policy Adjustment,3650.94,1.15
528,717,2025-06-01,2966.13,None,7361.70,1.04
529,340,2025-06-27,10.94,Duplicate,6624.15,.56
530,708,2025-02-22,462.35,None,1305.97,1.34
531,460,2024-12-15,.00,Policy Adjustment,5285.49,.94
532,310,2025-04-24,1075.18,Duplicate,5616.23,1.33
533,88,2024-10-24,3866.66,Overpayment,5030.91,1.12
534,55,2024-10-06,1235.43,None,5231.51,.49
535,131,2025-04-28,.00,Duplicate,2602.62,.93
536,762,2025-03-01,.00,Duplicate,1309.55,1.25
537,508,2024-12-24,2381.78,Duplicate,8864.07,1.43
538,224,2025-01-31,2440.75,None,6416.42,.31
539,122,2025-07-02,414.84,None,3658.03,.40
540,914,2025-01-18,2703.12,Duplicate,9325.10,1.37
541,666,2024-09-17,142.73,Duplicate,4554.91,1.41
542,501,2024-10-31,3797.14,Duplicate,8564.88,.46
543,265,2025-07-05,645.76,Policy Adjustment,4289.48,.80
544,707,2024-10-21,2359.91,Duplicate,4781.50,1.45
545,631,2025-02-27,.00,Overpayment,2643.49,1.49
546,503,2025-06-14,.00,None,2090.80,.67
547,659,2025-08-22,2454.60,Policy Adjustment,1234.37,.82
548,389,2025-08-03,3922.23,Duplicate,3300.72,.89
549,984,2025-08-31,2444.68,Overpayment,1326.16,1.08
550,553,2024-12-29,2166.19,Overpayment,2489.10,.88
551,525,2024-12-21,3271.43,Duplicate,3342.99,.62
552,240,2024-12-03,832.22,Overpayment,3710.84,.44
553,584,2025-08-31,-4219.96,None,3397.62,1.00
554,95,2025-05-06,.00,Duplicate,8124.44,1.17
555,952,2024-12-19,172.73,None,6528.60,.61
556,929,2025-03-10,3901.64,Policy Adjustment,2762.97,.59
557,60,2025-02-22,1215.32,Duplicate,2578.54,1.05
558,567,2025-08-16,3226.53,Policy Adjustment,9319.06,1.22
559,611,2025-07-31,530.56,Duplicate,8427.61,1.41
560,871,2025-04-08,3255.77,Policy Adjustment,6921.72,.47
561,352,2025-03-31,.00,Duplicate,7354.22,1.42
562,310,2025-08-08,505.04,None,2111.23,1.24
563,47,2025-03-08,.00,Duplicate,3683.71,.66
564,162,2025-08-12,229.18,Duplicate,1498.98,.78
565,858,2025-07-05,1531.23,Policy Adjustment,5847.69,.45
566,157,2025-05-31,1133.36,Overpayment,1389.40,.92
567,710,2025-03-29,3878.40,Duplicate,4790.24,1.27
568,432,2024-12-12,-1586.62,Policy Adjustment,7526.20,1.31
569,760,2024-09-28,1144.14,Overpayment,9204.53,.42
570,22,2025-05-08,-6714.51,Duplicate,9499.20,.36
571,137,2025-09-08,3592.61,Duplicate,9894.54,1.31
572,178,2025-02-19,2955.75,Duplicate,3903.88,1.35
573,775,2025-07-18,2262.67,Duplicate,3345.30,.50
574,756,2025-07-04,1033.62,Policy Adjustment,3689.23,.55
575,259,2025-06-15,827.30,None,3117.50,1.24
576,952,2025-02-05,3420.99,Policy Adjustment,5664.67,1.40
577,278,2025-02-02,654.49,Overpayment,4520.65,.62
578,660,2025-01-21,818.29,Overpayment,6331.32,.62
579,226,2024-10-29,3654.73,Policy Adjustment,8711.73,1.04
580,513,2025-05-09,3259.31,Policy Adjustment,9590.21,1.21
581,119,2024-11-03,883.77,Overpayment,6520.79,1.02
582,143,2025-02-12,1196.63,None,1568.43,.75
583,948,2025-02-03,2207.45,None,5338.90,1.37
584,618,2025-03-22,470.60,None,4372.14,1.16
585,77,2025-03-06,-2787.89,Duplicate,3813.17,.42
586,272,2024-12-18,3189.26,Duplicate,8033.89,.82
587,467,2024-12-30,2194.83,Duplicate,2740.65,1.09
588,280,2025-03-24,1894.92,Overpayment,7296.54,.54
589,24,2025-08-25,.00,Overpayment,5471.30,.35
590,657,2025-03-07,3138.12,Duplicate,9861.20,1.22
591,613,2025-07-14,379.32,Duplicate,9247.40,1.42
592,161,2025-02-26,-7102.69,None,8215.15,1.37
593,689,2025-02-14,2808.67,Duplicate,7979.08,1.34
594,779,2025-03-04,1518.84,Duplicate,7377.75,1.27
595,233,2025-07-15,3632.85,Overpayment,6994.29,1.03
596,335,2025-07-17,1592.01,None,2558.06,.67
597,474,2024-12-25,3002.92,Duplicate,9347.72,.83
598,481,2025-02-22,2023.92,None,7484.50,1.28
599,879,2024-09-27,3401.09,Policy Adjustment,3933.50,.78
600,275,2025-04-16,2130.75,Duplicate,9575.90,.81
601,722,2025-04-06,703.58,Duplicate,2021.27,.83
602,16,2024-10-09,3010.21,Policy Adjustment,4409.00,1.01
603,842,2025-03-31,.00,None,2951.87,.57
604,991,2025-04-23,2664.02,Duplicate,5625.45,1.44
605,268,2024-11-11,.00,Duplicate,5258.95,1.18
606,259,2025-08-11,537.74,Policy Adjustment,9632.88,1.50
607,202,2024-10-06,3787.88,Policy Adjustment,2140.22,.94
608,1,2025-05-02,995.03,None,2171.17,.81
609,923,2025-03-20,389.94,Duplicate,3491.46,1.20
610,248,2025-01-27,2699.35,Duplicate,4185.52,1.04
611,547,2024-11-23,560.43,Overpayment,6335.61,.38
612,393,2025-06-07,-1011.69,Duplicate,6929.02,.76
613,251,2025-04-16,2749.01,Duplicate,7888.48,1.49
614,497,2025-07-06,-1882.03,Policy Adjustment,9037.20,.78
615,254,2024-11-19,1749.21,None,2690.50,1.42
616,794,2024-11-12,2929.62,Duplicate,7155.98,1.21
617,937,2025-09-07,3513.06,Overpayment,6097.25,.66
618,771,2025-05-20,3950.73,Duplicate,4616.05,.61
619,444,2025-02-16,580.61,Duplicate,8977.98,1.28
620,568,2024-09-15,355.42,Overpayment,4983.29,1.32
621,46,2025-09-10,3526.18,None,3160.59,.61
622,381,2025-09-11,3637.00,Duplicate,7962.34,1.24
623,281,2025-08-30,1149.55,Duplicate,8712.40,1.34
624,254,2024-11-23,1959.57,None,2712.34,1.13
625,283,2025-07-06,2308.41,None,1013.38,1.18
626,610,2024-11-12,-5154.40,Overpayment,7997.01,.91
627,495,2025-07-25,3571.55,None,6501.29,.48
628,611,2025-01-15,3088.17,Policy Adjustment,6010.16,.69
629,590,2025-08-17,626.65,None,7149.50,.70
630,682,2024-10-07,568.70,Overpayment,2406.96,.66
631,437,2024-11-25,3113.93,Overpayment,1764.80,.50
632,791,2025-08-16,2291.31,Duplicate,7143.93,.64
633,520,2025-08-27,-555.79,Duplicate,1795.85,.38
634,518,2024-11-03,.00,Overpayment,6502.41,1.50
635,976,2025-04-15,.00,Policy Adjustment,6606.01,.65
636,221,2025-05-22,920.73,Overpayment,3032.16,.83
637,90,2025-05-29,1620.37,Policy Adjustment,1456.76,1.07
638,489,2024-12-22,2314.04,Duplicate,5975.58,.71
639,494,2025-06-22,3333.24,Duplicate,1808.07,1.05
640,15,2025-05-09,1466.78,Overpayment,6707.67,.47
641,879,2025-05-13,753.18,Duplicate,6340.08,1.32
642,628,2025-03-29,.00,Policy Adjustment,4338.80,1.44
643,373,2024-11-29,3067.98,None,1859.67,1.36
644,582,2025-05-22,1799.82,Overpayment,2753.88,1.29
645,470,2025-05-11,3872.28,Duplicate,1452.97,1.42
646,689,2024-11-02,-2315.99,Duplicate,1187.61,.98
647,865,2025-07-07,304.58,Duplicate,7377.51,.54
648,342,2024-09-15,.00,Duplicate,1744.67,1.42
649,921,2025-07-30,3248.67,Duplicate,1481.21,.36
650,615,2025-03-18,2791.92,None,2985.93,.51
651,860,2025-09-01,2394.13,Duplicate,5174.82,1.48
652,595,2025-08-29,2618.24,Duplicate,8345.13,.69
653,723,2025-04-24,-3784.34,Duplicate,2488.40,1.30
654,817,2025-01-12,-494.66,Duplicate,9222.32,.89
655,899,2025-08-13,2390.00,None,2021.23,.58
656,590,2024-11-07,2911.59,Duplicate,8055.59,.99
657,854,2024-12-16,.00,Policy Adjustment,3694.40,.72
658,277,2024-10-07,.00,Duplicate,8917.86,1.46
659,331,2025-06-15,1657.40,Overpayment,1555.18,.60
660,957,2025-03-23,534.26,Duplicate,4737.59,.55
661,12,2024-12-10,183.88,Duplicate,4131.55,.60
662,476,2025-04-30,2021.13,Policy Adjustment,9029.12,.83
663,982,2025-03-15,-1580.04,Overpayment,9691.08,.33
664,269,2024-11-10,542.18,Duplicate,7217.12,1.38
665,275,2025-05-28,482.16,Policy Adjustment,8672.05,1.22
666,375,2024-11-07,1526.61,Duplicate,7777.07,.42
667,754,2025-04-18,308.16,Duplicate,1222.90,1.14
668,339,2025-04-26,1138.52,Duplicate,2943.12,.57
669,885,2025-07-02,1418.65,None,2249.92,.70
670,756,2025-07-24,2409.23,Duplicate,8792.01,1.23
671,489,2025-03-15,-32.06,Overpayment,2792.13,1.29
672,507,2024-12-04,.00,Duplicate,9165.08,.88
673,430,2024-11-28,973.29,Policy Adjustment,5192.22,.77
674,447,2025-08-30,2025.92,Policy Adjustment,9432.57,.56
675,786,2024-11-07,1918.98,Duplicate,4919.41,1.45
676,946,2025-02-15,382.14,Duplicate,6521.93,1.12
677,283,2024-12-26,252.41,Overpayment,7426.00,.52
678,676,2025-01-16,334.78,None,6551.43,.30
679,912,2024-12-14,3883.19,Overpayment,9165.12,1.43
680,893,2025-04-20,-2081.89,Policy Adjustment,6582.58,.43
681,456,2024-11-19,-1296.16,None,4779.21,.68
682,107,2025-05-05,2543.17,Policy Adjustment,7032.62,.55
683,630,2024-12-07,.00,Overpayment,1088.98,1.25
684,859,2025-04-27,-2801.80,Overpayment,1304.10,.73
685,646,2025-05-22,466.46,Duplicate,9580.46,.72
686,713,2025-06-12,1411.99,None,4510.42,.64
687,938,2025-01-19,554.11,None,9733.51,.55
688,132,2025-07-08,-2473.67,Duplicate,8851.29,.52
689,253,2025-07-13,-2479.29,Overpayment,8269.56,.83
690,636,2025-04-26,2509.54,Duplicate,6720.56,.69
691,792,2025-07-02,3467.03,Duplicate,3269.37,1.42
692,985,2024-11-30,181.72,Overpayment,7631.78,.59
693,446,2024-09-26,2285.51,None,5905.18,1.49
694,705,2025-04-21,758.52,Duplicate,3507.15,.67
695,608,2025-05-25,3924.98,Overpayment,9408.41,.34
696,229,2024-11-16,3622.11,None,2113.08,1.18
697,948,2025-08-28,-3384.07,Overpayment,2636.75,.69
698,244,2025-06-10,359.41,None,3649.88,1.15
699,17,2024-09-20,-3919.12,None,3981.95,1.27
700,137,2025-08-24,-4456.69,Duplicate,5941.69,.66
701,284,2024-09-23,.00,None,9338.01,1.20
702,275,2025-08-20,1848.95,Policy Adjustment,7427.27,1.14
703,333,2025-03-12,968.80,Duplicate,8553.25,.57
704,155,2025-08-14,3282.21,Duplicate,8795.13,1.27
705,706,2025-04-05,-3003.71,None,7157.40,1.22
706,616,2025-03-31,2371.46,Policy Adjustment,7306.77,.90
707,984,2024-11-12,-3065.36,Duplicate,8942.96,.84
708,166,2025-02-23,3525.80,None,6374.74,.73
709,214,2024-10-31,2040.62,None,1987.69,1.44
710,258,2024-12-30,.00,Overpayment,4012.58,.53
711,368,2025-03-02,2455.64,Policy Adjustment,3268.11,1.31
712,275,2025-01-29,2913.83,Duplicate,7330.97,.81
713,868,2025-03-25,3874.69,Overpayment,2078.45,1.44
714,279,2025-04-01,928.04,Duplicate,1102.88,1.18
715,704,2024-12-07,663.37,Overpayment,6267.78,1.11
716,239,2024-12-24,.00,Duplicate,8866.75,.93
717,46,2025-07-24,-3526.18,Duplicate,9076.99,.32
718,471,2025-07-10,.00,Overpayment,6703.50,1.15
719,283,2024-10-04,1736.52,Duplicate,8811.59,.34
720,525,2025-04-23,3593.81,Duplicate,3357.73,.40
721,208,2025-03-27,.00,Policy Adjustment,6391.54,.81
722,550,2025-07-29,-1310.14,Overpayment,2381.46,.44
723,70,2025-05-24,873.15,None,7890.23,.97
724,490,2024-12-13,3245.98,Duplicate,8426.89,.43
725,42,2025-08-18,.00,Overpayment,6499.63,.88
726,823,2024-10-27,1722.87,Duplicate,7934.90,1.30
727,174,2025-06-27,3431.92,Overpayment,9754.54,.39
728,279,2025-05-03,961.73,Policy Adjustment,1388.52,1.21
729,99,2025-08-25,770.84,Overpayment,4524.00,.64
730,494,2024-12-23,2697.94,Duplicate,8968.53,.32
731,514,2024-11-30,363.71,Duplicate,8661.28,1.36
732,592,2025-01-18,-2648.38,Policy Adjustment,6563.59,.88
733,226,2024-10-19,-2826.16,Duplicate,5923.07,.40
734,375,2025-05-07,-1526.61,Duplicate,4163.35,.74
735,237,2025-03-02,3709.85,None,5483.84,.65
736,2,2025-04-21,-3932.28,Duplicate,6304.21,.86
737,778,2024-12-04,123.56,Policy Adjustment,4812.51,1.15
738,695,2024-10-15,1549.39,Duplicate,3946.29,1.49
739,796,2025-04-19,976.08,Duplicate,8723.37,1.40
740,863,2025-01-26,1075.77,Duplicate,8217.35,.37
741,117,2025-04-24,1584.69,Overpayment,9668.40,1.49
742,774,2025-02-22,.00,Overpayment,8618.05,.89
743,390,2025-04-20,2824.92,Duplicate,9344.59,1.25
744,362,2025-04-27,969.48,None,3970.90,.34
745,13,2025-08-07,-2571.95,Duplicate,8480.20,.31
746,920,2025-07-31,1271.92,None,9144.52,.89
747,921,2025-03-03,2160.21,Duplicate,7644.76,1.01
748,545,2024-11-08,.00,Duplicate,5939.28,1.04
749,235,2025-03-19,2327.69,Duplicate,4476.64,.54
750,473,2025-07-03,3906.11,None,4257.46,.51
751,40,2025-05-01,.00,Duplicate,5643.69,1.02
752,580,2025-02-24,2208.21,Duplicate,9912.24,1.40
753,324,2025-04-19,3575.20,Duplicate,8501.80,1.00
754,481,2025-06-21,3379.14,Duplicate,8037.97,.74
755,601,2024-12-23,2596.14,Duplicate,3479.47,.86
756,633,2024-11-03,.00,None,8183.40,.86
757,467,2024-12-28,-3416.49,Duplicate,3862.44,1.41
758,25,2024-10-28,-2014.93,Duplicate,5181.83,1.12
759,937,2024-10-02,1355.21,Duplicate,5488.96,1.35
760,379,2025-07-27,.00,Overpayment,5943.11,1.01
761,640,2025-04-13,890.56,Duplicate,5491.76,.30
762,296,2024-12-26,921.72,None,8290.24,.60
763,242,2024-11-27,-442.64,Policy Adjustment,1442.77,1.20
764,247,2024-12-28,3254.67,None,3303.07,1.10
765,930,2025-06-18,-635.07,Duplicate,4470.16,.84
766,23,2025-05-20,1431.32,None,1937.20,1.32
767,486,2024-11-03,2262.31,None,3961.43,1.16
768,413,2025-02-03,2046.72,Overpayment,7089.14,.53
769,470,2025-08-22,1833.12,Duplicate,5677.55,1.34
770,351,2025-01-05,777.37,Duplicate,2314.35,.53
771,682,2025-06-02,3329.14,Duplicate,3745.94,.43
772,685,2024-12-12,2013.77,Policy Adjustment,7352.55,.64
773,318,2025-05-27,2222.70,Duplicate,7068.89,1.50
774,720,2024-09-25,.00,None,4853.72,1.43
775,788,2024-11-01,2622.42,Duplicate,6463.29,1.19
776,187,2025-01-01,1122.34,Overpayment,4234.71,.75
777,738,2025-03-14,227.67,None,5752.10,1.09
778,603,2025-06-03,1990.68,Overpayment,3884.37,1.29
779,178,2025-02-21,1346.01,None,1420.18,.96
780,295,2025-01-23,.00,None,1720.74,.76
781,238,2025-06-10,3242.01,Duplicate,5195.86,.66
782,668,2025-05-16,.00,Duplicate,6863.03,.74
783,923,2024-09-17,1116.71,Overpayment,6461.68,.73
784,273,2025-01-28,.00,Duplicate,3408.28,1.29
785,317,2024-10-27,2494.71,Overpayment,3760.71,1.32
786,513,2025-04-28,2563.58,Overpayment,5650.05,.54
787,68,2024-11-27,2029.08,Policy Adjustment,4067.47,1.05
788,659,2025-01-31,1278.46,Duplicate,1267.73,.54
789,123,2025-06-01,2369.39,Duplicate,4755.44,.87
790,691,2025-06-07,.00,Duplicate,2742.87,1.47
791,333,2024-10-10,2905.98,None,1180.40,.49
792,700,2024-10-28,2008.40,Duplicate,9175.22,1.42
793,771,2024-10-12,-4983.16,Duplicate,1845.36,1.33
794,177,2025-07-12,.00,Overpayment,6779.80,.72
795,389,2025-02-04,1378.94,Duplicate,1118.30,.57
796,466,2025-07-21,.00,None,2164.58,1.15
797,454,2025-04-14,.00,Duplicate,8022.16,1.24
798,224,2025-02-21,1763.20,Duplicate,9929.71,.70
799,929,2025-04-06,3625.46,None,2017.45,1.05
800,354,2024-10-11,-4911.17,Duplicate,4834.82,.68
801,43,2025-09-04,-2762.10,Duplicate,7243.57,1.30
802,944,2025-05-31,-4153.00,None,1865.95,1.06
803,216,2025-03-19,1772.12,Policy Adjustment,1102.06,1.09
804,30,2024-12-11,.00,Overpayment,9953.53,.37
805,885,2025-02-22,1050.60,None,8880.38,1.22
806,841,2025-02-11,-147.40,Duplicate,9635.87,.56
807,788,2024-10-20,1033.83,None,5098.94,.88
808,206,2025-08-09,-638.38,Overpayment,3955.58,.69
809,608,2024-11-30,671.47,Duplicate,9235.35,1.10
810,75,2025-03-15,.00,Duplicate,1800.17,1.31
811,105,2025-03-25,3811.63,None,7756.15,.47
812,875,2025-08-24,1100.10,None,7102.42,1.25
813,361,2024-11-17,2250.17,Duplicate,2858.63,1.33
814,56,2025-03-12,1338.05,Overpayment,1522.04,1.02
815,857,2025-04-07,3676.34,Overpayment,4197.34,.31
816,868,2024-12-10,-1918.89,Duplicate,5706.98,.36
817,601,2025-08-29,-2596.14,Duplicate,6574.76,.67
818,431,2025-01-21,.00,None,2412.23,1.03
819,323,2025-02-24,1083.77,Overpayment,4315.91,1.16
820,368,2024-12-23,-2399.82,Duplicate,3801.43,.70
821,713,2025-08-13,2899.88,Overpayment,3090.26,1.46
822,55,2024-12-22,1003.50,Duplicate,6953.27,1.03
823,819,2025-03-17,3338.54,Duplicate,3655.98,.38
824,676,2025-07-27,-334.78,Duplicate,9998.42,.80
825,144,2025-05-20,239.27,Duplicate,9087.79,1.13
826,661,2025-07-06,-2751.98,None,2772.72,.92
827,438,2025-03-29,1493.76,Policy Adjustment,7342.87,1.26
828,892,2025-06-12,233.47,Duplicate,4767.99,1.06
829,301,2025-04-06,3223.10,Duplicate,5546.65,1.34
830,505,2025-01-17,-2648.89,Policy Adjustment,6637.24,1.23
831,612,2025-08-19,2704.57,Duplicate,8665.57,.44
832,90,2024-09-15,-3634.12,Policy Adjustment,4703.01,1.10
833,598,2025-03-01,1696.33,Duplicate,7378.49,.59
834,82,2025-03-03,.00,Duplicate,5315.16,.50
835,403,2024-11-29,3239.06,None,7302.15,1.33
836,686,2025-04-10,256.81,None,4797.26,1.11
837,748,2024-11-30,359.64,Duplicate,4137.23,1.30
838,420,2025-01-02,2240.05,Policy Adjustment,6810.13,.79
839,740,2024-09-20,460.39,Policy Adjustment,1163.18,1.15
840,870,2025-08-04,677.79,None,3371.34,1.21
841,967,2025-08-20,.00,Duplicate,3114.53,1.45
842,410,2024-10-04,-755.72,Overpayment,9034.43,1.12
843,237,2024-10-19,2535.20,Duplicate,5823.93,.75
844,184,2025-06-23,.00,Duplicate,2493.54,.34
845,983,2024-11-15,2513.88,Policy Adjustment,3724.92,1.03
846,255,2025-08-05,3167.75,Overpayment,9323.17,1.33
847,566,2024-11-24,2522.94,Duplicate,2420.38,1.27
848,718,2024-10-08,.00,Duplicate,5476.97,1.49
849,88,2025-09-06,1961.13,None,5029.64,.54
850,232,2025-03-27,1472.61,Overpayment,8628.79,.74
851,716,2025-02-24,2961.62,None,9392.13,1.39
852,255,2024-10-04,-3167.75,Duplicate,9476.88,1.09
853,392,2025-01-19,.00,Duplicate,4793.43,.64
854,484,2025-06-12,896.47,Policy Adjustment,2462.87,.83
855,823,2025-01-09,1915.57,None,5454.52,.80
856,767,2025-05-03,3219.27,None,5413.97,1.32
857,232,2024-12-24,444.97,Policy Adjustment,1241.16,.98
858,230,2025-06-05,2576.40,None,9875.36,.70
859,397,2024-10-28,-1629.87,Duplicate,3979.00,1.39
860,37,2025-03-16,1229.63,Duplicate,9790.73,1.39
861,174,2025-02-19,2831.86,Duplicate,3740.00,.53
862,910,2024-11-01,2648.61,None,3209.89,.32
863,139,2025-06-16,-2480.11,None,4120.19,1.08
864,605,2025-01-12,2902.27,Duplicate,8244.61,1.00
865,312,2025-09-05,-3382.64,Duplicate,6195.93,.47
866,885,2025-04-11,153.44,Duplicate,7336.62,.94
867,389,2024-11-10,2270.04,Duplicate,9338.03,.81
868,437,2025-02-22,2432.04,Overpayment,3226.46,1.32
869,650,2025-02-23,617.70,Overpayment,9109.86,.93
870,973,2025-05-25,265.65,None,8269.28,1.37
871,905,2025-06-09,2836.53,None,4432.11,.93
872,707,2025-06-11,-6560.37,Duplicate,4282.91,1.36
873,680,2025-07-10,247.57,Overpayment,9026.69,.92
874,331,2025-05-20,1190.53,None,3845.80,.37
875,266,2024-12-09,208.43,Duplicate,4093.19,1.06
876,533,2025-01-17,1783.49,Overpayment,8738.22,.98
877,381,2025-02-03,3357.12,Duplicate,9768.77,.31
878,672,2025-02-13,.00,None,6942.88,1.36
879,213,2024-11-19,910.69,None,4855.67,1.18
880,752,2025-06-27,1643.23,Policy Adjustment,2944.91,1.05
881,835,2024-10-02,.00,Duplicate,9852.47,1.02
882,514,2025-05-17,-363.71,Overpayment,1011.12,.45
883,621,2025-08-05,1303.04,Duplicate,2257.47,.46
884,71,2025-09-07,448.70,None,4214.21,.67
885,80,2024-12-14,1774.67,Duplicate,1718.28,1.27
886,80,2024-11-12,-1439.62,None,3515.89,1.46
887,376,2024-09-30,-1873.94,Duplicate,4467.50,.59
888,792,2024-09-18,-307.88,Duplicate,5366.54,1.34
889,898,2025-03-19,2105.76,Policy Adjustment,1099.60,.77
890,419,2024-12-15,1092.34,None,8936.59,1.03
891,360,2025-06-05,618.05,Policy Adjustment,3411.45,1.08
892,875,2025-05-04,1523.84,Duplicate,4862.27,.36
893,331,2025-02-17,1915.78,Duplicate,2231.67,.75
894,658,2025-05-14,-2232.55,None,5079.42,1.50
895,998,2025-08-04,125.50,Duplicate,6749.74,1.43
896,448,2025-01-14,.00,Duplicate,6197.77,.99
897,318,2024-11-11,-1150.93,Policy Adjustment,2552.21,1.26
898,267,2024-12-24,2598.04,Overpayment,2582.59,.85
899,876,2025-07-16,1239.38,Duplicate,8181.16,1.23
900,446,2025-01-12,3125.84,Duplicate,4034.09,1.39
901,624,2025-08-11,.00,None,2306.91,.58
902,547,2025-02-02,1125.76,None,3824.46,.96
903,750,2025-07-20,3346.61,Duplicate,2059.69,1.00
904,378,2024-09-26,1612.05,Duplicate,7495.69,1.18
905,39,2025-04-10,2652.37,None,4795.37,.71
906,320,2025-09-05,-2237.51,None,3025.80,.54
907,927,2025-07-10,322.38,Overpayment,8042.20,1.25
908,838,2024-09-18,2289.11,None,1822.80,.94
909,750,2024-12-06,619.85,Duplicate,4674.92,.94
910,611,2025-04-17,2431.93,Overpayment,6130.89,1.26
911,178,2025-03-08,706.78,Duplicate,8250.19,1.41
912,264,2025-01-14,1388.36,Duplicate,4688.67,1.16
913,921,2024-11-08,2281.61,Duplicate,2629.01,1.13
914,481,2024-11-08,2495.56,Duplicate,7455.32,1.03
915,504,2025-04-15,856.00,Duplicate,2289.49,.62
916,68,2025-07-04,-265.68,Policy Adjustment,3882.62,.69
917,129,2025-03-30,.00,Duplicate,8723.35,1.02
918,373,2024-09-21,2138.21,Overpayment,5369.77,.61
919,282,2025-02-03,.00,Duplicate,4262.80,1.21
920,776,2024-10-05,.00,Duplicate,9512.81,.89
921,371,2025-05-31,.00,Duplicate,9733.53,.41
922,328,2025-05-09,.00,Duplicate,6160.69,1.10
923,233,2024-11-02,3008.42,Overpayment,7930.15,1.13
924,60,2024-09-23,1799.84,Duplicate,7015.80,.49
925,538,2025-08-03,.00,Duplicate,4531.39,1.01
926,801,2024-12-28,2170.88,None,8315.42,.87
927,430,2025-01-17,3797.10,Duplicate,5000.40,1.38
928,414,2025-03-11,419.85,Duplicate,8303.31,.42
929,122,2025-04-03,2016.84,Policy Adjustment,3711.07,1.01
930,791,2025-01-03,-1898.74,None,4917.45,1.47
931,12,2025-05-10,335.80,Duplicate,4989.01,.59
932,355,2025-07-31,1789.16,Overpayment,6606.63,1.13
933,636,2025-05-17,190.96,Policy Adjustment,5690.27,1.49
934,135,2025-01-15,2351.88,None,4586.27,1.45
935,756,2025-03-12,-3442.85,None,5098.45,1.16
936,155,2025-05-24,-3282.21,None,2184.08,.98
937,857,2024-09-28,2968.11,Duplicate,3480.32,1.41
938,988,2025-02-08,1386.87,Policy Adjustment,8685.72,.56
939,45,2025-07-10,-701.31,Overpayment,5819.34,1.42
940,983,2025-01-19,283.73,Policy Adjustment,9555.64,.64
941,473,2025-01-19,3621.14,None,6330.39,.92
